date,home_team,away_team,home_score,away_score,period,detail,home_outcome,away_outcome
2022-10-01,Miami (OH) RedHawks,Ferris State Bulldogs,2,2,4,Final/OT,T,T
2022-10-01,UMass Lowell  River Hawks,St. Lawrence Saints,4,0,3,Final,RW,RL
2022-10-01,Northern Michigan Wildcats,Bowling Green Falcons,4,6,3,Final,RL,RW
2022-10-01,Boston University Terriers,Bentley Falcons,8,2,3,Final,RW,RL
2022-10-01,Union Dutchmen,Rochester Tigers,4,3,3,Final,RW,RL
2022-10-01,Mercyhurst Lakers,Ohio State Buckeyes,2,4,3,Final,RL,RW
2022-10-01,St. Thomas - Minnesota Tommies,St. Cloud State Huskies,1,3,3,Final,RL,RW
2022-10-01,Minnesota Duluth Bulldogs,Arizona State Sun Devils,3,2,4,Final/OT,OW,OL
2022-10-01,Vermont Catamounts,UConn Huskies,1,4,3,Final,RL,RW
2022-10-01,Northeastern Huskies,Long Island University Long Island University,3,2,4,Final/OT,OW,OL
2022-10-02,Minnesota Golden Gophers,Lindenwood Lions,4,0,3,Final,RW,RL
2022-10-02,Alaska Anchorage Seawolves,Western Michigan Bulldogs,3,1,3,Final,RW,RL
2022-10-02,Alaska Bulldogs,American International Yellow Jackets,1,1,4,Final/OT,T,T
2022-10-02,Miami (OH) RedHawks,Ferris State Bulldogs,4,1,3,Final,RW,RL
2022-10-02,Army Black Knights,Union Dutchmen,2,2,4,Final/OT,T,T
2022-10-02,Mercyhurst Lakers,Ohio State Buckeyes,1,4,3,Final,RL,RW
2022-10-02,Vermont Catamounts,UConn Huskies,1,3,3,Final,RL,RW
2022-10-02,St. Cloud State Huskies,St. Thomas - Minnesota Tommies,4,0,3,Final,RW,RL
2022-10-02,Minnesota Duluth Bulldogs,Arizona State Sun Devils,4,1,3,Final,RW,RL
2022-10-02,Northern Michigan Wildcats,Bowling Green Falcons,4,3,4,Final/OT,OW,OL
2022-10-03,Minnesota Golden Gophers,Lindenwood Lions,6,4,3,Final,RW,RL
2022-10-03,Alaska Bulldogs,American International Yellow Jackets,2,1,3,Final,RW,RL
2022-10-03,Alaska Anchorage Seawolves,Western Michigan Bulldogs,1,4,3,Final,RL,RW
2022-10-07,Penn State Nittany Lions,Canisius Golden Griffins,5,2,3,Final,RW,RL
2022-10-07,Providence Friars,Sacred Heart Pioneers,6,1,3,Final,RW,RL
2022-10-07,Rensselaer Engineers,Mercyhurst Lakers,6,3,3,Final,RW,RL
2022-10-07,Boston College Eagles,Quinnipiac Bobcats,0,4,3,Final,RL,RW
2022-10-07,Clarkson Golden Knights,New Hampshire Wildcats,3,4,4,Final/OT,OL,OW
2022-10-07,Colgate Raiders,Northern Michigan Wildcats,2,3,3,Final,RL,RW
2022-10-07,St. Lawrence Saints,Merrimack Warriors,3,1,3,Final,RW,RL
2022-10-07,Michigan State Spartans,Bowling Green Falcons,1,3,3,Final,RL,RW
2022-10-07,Michigan Wolverines,Lindenwood Lions,7,4,3,Final,RW,RL
2022-10-07,Ohio State Buckeyes,Wisconsin Badgers,3,1,3,Final,RW,RL
2022-10-07,Rochester Tigers,Army Black Knights,3,2,3,Final,RW,RL
2022-10-07,UConn Huskies,Union Dutchmen,4,1,3,Final,RW,RL
2022-10-07,Ferris State Bulldogs,Michigan Tech Huskies,2,1,3,Final,RW,RL
2022-10-07,UMass Lowell  River Hawks,Miami (OH) RedHawks,1,3,3,Final,RL,RW
2022-10-07,Northeastern Huskies,Vermont Catamounts,5,2,3,Final,RW,RL
2022-10-08,Minnesota Golden Gophers,Minnesota State Mavericks,4,1,3,Final,RW,RL
2022-10-08,North Dakota Fighting Hawks,Holy Cross Crusaders,6,0,3,Final,RW,RL
2022-10-08,Omaha Mavericks,Niagara Purple Eagles,3,4,3,Final,RL,RW
2022-10-08,St. Thomas - Minnesota Tommies,Alaska Bulldogs,2,4,3,Final,RL,RW
2022-10-08,Bemidji State Beavers,Arizona State Sun Devils,0,3,3,Final,RL,RW
2022-10-08,Denver Pioneers,Notre Dame Fighting Irish,5,2,3,Final,RW,RL
2022-10-08,Air Force Falcons,Maine Black Bears,1,4,3,Final,RL,RW
2022-10-08,Colorado College Tigers,Alaska Anchorage Seawolves,6,2,3,Final,RW,RL
2022-10-08,Colgate Raiders,Northern Michigan Wildcats,1,4,3,Final,RL,RW
2022-10-08,UConn Huskies,Union Dutchmen,4,3,4,Final/OT,OW,OL
2022-10-08,Ohio State Buckeyes,Wisconsin Badgers,4,3,3,Final,RW,RL
2022-10-08,Stonehill Stonehill,Long Island University Long Island University,1,7,3,Final,RL,RW
2022-10-08,Rochester Tigers,Army Black Knights,4,1,3,Final,RW,RL
2022-10-08,Penn State Nittany Lions,Canisius Golden Griffins,7,5,3,Final,RW,RL
2022-10-08,UMass Lowell  River Hawks,Miami (OH) RedHawks,4,2,3,Final,RW,RL
2022-10-08,North Dakota Fighting Hawks,Holy Cross Crusaders,4,1,3,Final,RW,RL
2022-10-08,Rensselaer Engineers,Mercyhurst Lakers,3,2,4,Final/OT,OW,OL
2022-10-08,Clarkson Golden Knights,Merrimack Warriors,2,3,3,Final,RL,RW
2022-10-08,St. Lawrence Saints,New Hampshire Wildcats,1,4,3,Final,RL,RW
2022-10-08,Michigan Wolverines,Lindenwood Lions,3,1,3,Final,RW,RL
2022-10-08,Northeastern Huskies,Vermont Catamounts,5,0,3,Final,RW,RL
2022-10-08,American International Yellow Jackets,Massachusetts Minutemen,2,2,4,Final/OT,T,T
2022-10-08,Minnesota Golden Gophers,Minnesota State Mavericks,2,3,3,Final,RL,RW
2022-10-08,St. Thomas - Minnesota Tommies,Alaska Bulldogs,3,2,4,Final/OT,OW,OL
2022-10-08,Bemidji State Beavers,Arizona State Sun Devils,5,4,4,Final/OT,OW,OL
2022-10-08,Bowling Green Falcons,Michigan State Spartans,1,2,3,Final,RL,RW
2022-10-08,Ferris State Bulldogs,Western Michigan Bulldogs,4,6,3,Final,RL,RW
2022-10-09,Air Force Falcons,Notre Dame Fighting Irish,5,5,4,Final/OT,T,T
2022-10-09,Colorado College Tigers,Alaska Anchorage Seawolves,4,1,3,Final,RW,RL
2022-10-09,Denver Pioneers,Maine Black Bears,3,1,3,Final,RW,RL
2022-10-09,Omaha Mavericks,Niagara Purple Eagles,3,4,3,Final,RL,RW
2022-10-09,Quinnipiac Bobcats,Long Island University Long Island University,2,2,4,Final/OT,T,T
2022-10-13,Penn State Nittany Lions,Mercyhurst Lakers,6,3,3,Final,RW,RL
2022-10-13,Union Dutchmen,Bentley Falcons,5,1,3,Final,RW,RL
2022-10-13,Holy Cross Crusaders,Sacred Heart Pioneers,2,3,3,Final,RL,RW
2022-10-13,Providence Friars,Clarkson Golden Knights,5,2,3,Final,RW,RL
2022-10-13,Western Michigan Bulldogs,Bowling Green Falcons,4,1,3,Final,RW,RL
2022-10-13,Michigan State Spartans,UMass Lowell  River Hawks,4,3,3,Final,RW,RL
2022-10-14,Alaska Bulldogs,Michigan Tech Huskies,0,2,3,Final,RL,RW
2022-10-14,Holy Cross Crusaders,Sacred Heart Pioneers,1,5,3,Final,RL,RW
2022-10-14,Mercyhurst Lakers,Penn State Nittany Lions,1,4,3,Final,RL,RW
2022-10-14,Niagara Purple Eagles,American International Yellow Jackets,3,6,3,Final,RL,RW
2022-10-14,St. Lawrence Saints,Colorado College Tigers,5,1,3,Final,RW,RL
2022-10-14,Rensselaer Engineers,Long Island University Long Island University,1,0,3,Final,RW,RL
2022-10-14,Massachusetts Minutemen,Denver Pioneers,4,2,3,Final,RW,RL
2022-10-14,Michigan Wolverines,Boston University Terriers,9,2,3,Final,RW,RL
2022-10-14,UConn Huskies,Ohio State Buckeyes,0,0,4,Final/OT,T,T
2022-10-14,Ferris State Bulldogs,Canisius Golden Griffins,3,5,3,Final,RL,RW
2022-10-14,Bowling Green Falcons,Western Michigan Bulldogs,2,8,3,Final,RL,RW
2022-10-14,Lake Superior State Lakers,Omaha Mavericks,1,3,3,Final,RL,RW
2022-10-14,Notre Dame Fighting Irish,Northern Michigan Wildcats,3,1,3,Final,RW,RL
2022-10-14,Michigan State Spartans,UMass Lowell  River Hawks,2,3,3,Final,RL,RW
2022-10-15,North Dakota Fighting Hawks,Quinnipiac Bobcats,5,5,4,Final/OT,T,T
2022-10-15,Wisconsin Badgers,St. Cloud State Huskies,1,5,3,Final,RL,RW
2022-10-15,Minnesota State Mavericks,Minnesota Duluth Bulldogs,6,0,3,Final,RW,RL
2022-10-15,Lindenwood Lions,Air Force Falcons,7,6,3,Final,RW,RL
2022-10-15,Arizona State Sun Devils,Colgate Raiders,2,0,3,Final,RW,RL
2022-10-15,Alaska Bulldogs,Michigan Tech Huskies,2,6,3,Final,RL,RW
2022-10-15,Lindenwood Lions,Air Force Falcons,3,5,3,Final,RL,RW
2022-10-15,UConn Huskies,Ohio State Buckeyes,6,1,3,Final,RW,RL
2022-10-15,Bentley Falcons,Maine Black Bears,5,1,3,Final,RW,RL
2022-10-15,Niagara Purple Eagles,American International Yellow Jackets,2,5,3,Final,RL,RW
2022-10-15,Lake Superior State Lakers,Omaha Mavericks,4,4,4,Final/OT,T,T
2022-10-15,Rensselaer Engineers,Army Black Knights,7,4,3,Final,RW,RL
2022-10-15,St. Lawrence Saints,Colorado College Tigers,4,1,3,Final,RW,RL
2022-10-15,New Hampshire Wildcats,Boston College Eagles,2,4,3,Final,RL,RW
2022-10-15,Rochester Tigers,Union Dutchmen,8,5,3,Final,RW,RL
2022-10-15,Ferris State Bulldogs,Canisius Golden Griffins,4,1,3,Final,RW,RL
2022-10-15,North Dakota Fighting Hawks,Quinnipiac Bobcats,2,6,3,Final,RL,RW
2022-10-15,Minnesota State Mavericks,Minnesota Duluth Bulldogs,2,1,3,Final,RW,RL
2022-10-15,Massachusetts Minutemen,Denver Pioneers,3,0,3,Final,RW,RL
2022-10-15,Northeastern Huskies,Providence Friars,1,2,3,Final,RL,RW
2022-10-16,Wisconsin Badgers,St. Cloud State Huskies,1,2,3,Final,RL,RW
2022-10-16,Arizona State Sun Devils,Colgate Raiders,0,4,3,Final,RL,RW
2022-10-16,Notre Dame Fighting Irish,Northern Michigan Wildcats,5,4,3,Final,RW,RL
2022-10-16,Michigan Wolverines,Boston University Terriers,2,3,3,Final,RL,RW
2022-10-18,American International Yellow Jackets,Holy Cross Crusaders,3,7,3,Final,RL,RW
2022-10-18,Canisius Golden Griffins,Rensselaer Engineers,3,2,3,Final,RW,RL
2022-10-18,Merrimack Warriors,New Hampshire Wildcats,6,1,3,Final,RW,RL
2022-10-18,Northeastern Huskies,Boston College Eagles,3,3,4,Final/OT,T,T
2022-10-20,Ohio State Buckeyes,Bentley Falcons,9,2,3,Final,RW,RL
2022-10-20,Penn State Nittany Lions,St. Thomas - Minnesota Tommies,6,2,3,Final,RW,RL
2022-10-21,Air Force Falcons,Rochester Tigers,3,2,3,Final,RW,RL
2022-10-21,Ohio State Buckeyes,Bentley Falcons,3,1,3,Final,RW,RL
2022-10-21,Clarkson Golden Knights,Mercyhurst Lakers,1,2,4,Final/OT,OL,OW
2022-10-21,New Hampshire Wildcats,Army Black Knights,3,1,3,Final,RW,RL
2022-10-21,Canisius Golden Griffins,Miami (OH) RedHawks,3,5,3,Final,RL,RW
2022-10-21,Niagara Purple Eagles,Sacred Heart Pioneers,6,4,3,Final,RW,RL
2022-10-21,Merrimack Warriors,Colgate Raiders,5,0,3,Final,RW,RL
2022-10-21,Massachusetts Minutemen,Union Dutchmen,7,1,3,Final,RW,RL
2022-10-21,Penn State Nittany Lions,St. Thomas - Minnesota Tommies,3,2,4,Final/OT,OW,OL
2022-10-21,Notre Dame Fighting Irish,Western Michigan Bulldogs,2,0,3,Final,RW,RL
2022-10-21,Michigan State Spartans,Long Island University Long Island University,3,1,3,Final,RW,RL
2022-10-21,Boston University Terriers,UConn Huskies,3,4,4,Final/OT,OL,OW
2022-10-21,Northern Michigan Wildcats,Alaska Anchorage Seawolves,9,1,3,Final,RW,RL
2022-10-21,Lake Superior State Lakers,Michigan Wolverines,2,5,3,Final,RL,RW
2022-10-21,Michigan Tech Huskies,Bemidji State Beavers,2,5,3,Final,RL,RW
2022-10-22,Minnesota Golden Gophers,North Dakota Fighting Hawks,3,2,4,Final/OT,OW,OL
2022-10-22,Minnesota Duluth Bulldogs,Wisconsin Badgers,2,5,3,Final,RL,RW
2022-10-22,Omaha Mavericks,Alaska Bulldogs,2,3,4,Final/OT,OL,OW
2022-10-22,St. Cloud State Huskies,Minnesota State Mavericks,3,2,3,Final,RW,RL
2022-10-22,Arizona State Sun Devils,Colorado College Tigers,5,3,3,Final,RW,RL
2022-10-22,Denver Pioneers,Providence Friars,4,1,3,Final,RW,RL
2022-10-22,Air Force Falcons,Rochester Tigers,2,4,3,Final,RL,RW
2022-10-22,Stonehill Stonehill,New England College New England College,2,1,4,Final/OT,OW,OL
2022-10-22,Canisius Golden Griffins,Miami (OH) RedHawks,0,2,3,Final,RL,RW
2022-10-22,Niagara Purple Eagles,Sacred Heart Pioneers,1,5,3,Final,RL,RW
2022-10-22,Western Michigan Bulldogs,Notre Dame Fighting Irish,4,0,3,Final,RW,RL
2022-10-22,Michigan State Spartans,Long Island University Long Island University,8,4,3,Final,RW,RL
2022-10-22,Lake Superior State Lakers,Michigan Wolverines,1,5,3,Final,RL,RW
2022-10-22,Northern Michigan Wildcats,Alaska Anchorage Seawolves,1,3,3,Final,RL,RW
2022-10-22,Michigan Tech Huskies,Bemidji State Beavers,2,2,4,Final/OT,T,T
2022-10-22,Vermont Catamounts,Holy Cross Crusaders,6,0,3,Final,RW,RL
2022-10-22,Maine Black Bears,Quinnipiac Bobcats,4,0,3,Final,RW,RL
2022-10-22,Massachusetts Minutemen,Union Dutchmen,7,0,3,Final,RW,RL
2022-10-22,Merrimack Warriors,Colgate Raiders,3,5,3,Final,RL,RW
2022-10-22,St. Cloud State Huskies,Minnesota State Mavericks,4,3,3,Final,RW,RL
2022-10-22,Minnesota Duluth Bulldogs,Wisconsin Badgers,0,3,3,Final,RL,RW
2022-10-22,Boston University Terriers,UConn Huskies,5,2,3,Final,RW,RL
2022-10-22,Northeastern Huskies,UMass Lowell  River Hawks,2,3,3,Final,RL,RW
2022-10-22,American International Yellow Jackets,Lindenwood Lions,5,0,3,Final,RW,RL
2022-10-22,Clarkson Golden Knights,Mercyhurst Lakers,5,1,3,Final,RW,RL
2022-10-23,Minnesota Golden Gophers,North Dakota Fighting Hawks,4,5,4,Final/OT,OL,OW
2022-10-23,Denver Pioneers,Providence Friars,4,1,3,Final,RW,RL
2022-10-23,Arizona State Sun Devils,Colorado College Tigers,6,1,3,Final,RW,RL
2022-10-23,Boston College Eagles,New Hampshire Wildcats,5,0,3,Final,RW,RL
2022-10-23,Omaha Mavericks,Alaska Bulldogs,3,2,4,Final/OT,OW,OL
2022-10-23,American International Yellow Jackets,Lindenwood Lions,5,3,3,Final,RW,RL
2022-10-23,Maine Black Bears,Quinnipiac Bobcats,2,6,3,Final,RL,RW
2022-10-25,New England College New England College,Stonehill Stonehill,0,7,3,Final,RL,RW
2022-10-27,UConn Huskies,Boston College Eagles,5,1,3,Final,RW,RL
2022-10-28,Ohio State Buckeyes,Minnesota Golden Gophers,6,4,3,Final,RW,RL
2022-10-28,Army Black Knights,American International Yellow Jackets,2,8,3,Final,RL,RW
2022-10-28,Sacred Heart Pioneers,Canisius Golden Griffins,6,3,3,Final,RW,RL
2022-10-28,Niagara Purple Eagles,Mercyhurst Lakers,4,4,4,Final/OT,T,T
2022-10-28,Colgate Raiders,Vermont Catamounts,1,2,3,Final,RL,RW
2022-10-28,Rensselaer Engineers,Union Dutchmen,2,1,3,Final,RW,RL
2022-10-28,Harvard Crimson,Dartmouth Big Green,5,2,3,Final,RW,RL
2022-10-28,Michigan Wolverines,Western Michigan Bulldogs,5,4,3,Final,RW,RL
2022-10-28,Maine Black Bears,Northeastern Huskies,2,2,4,Final/OT,T,T
2022-10-28,Massachusetts Minutemen,Merrimack Warriors,3,2,4,Final/OT,OW,OL
2022-10-28,New Hampshire Wildcats,Providence Friars,2,2,4,Final/OT,T,T
2022-10-28,Bentley Falcons,Lindenwood Lions,3,7,3,Final,RL,RW
2022-10-28,Rochester Tigers,Holy Cross Crusaders,5,2,3,Final,RW,RL
2022-10-28,Miami (OH) RedHawks,Denver Pioneers,0,4,3,Final,RL,RW
2022-10-28,Lake Superior State Lakers,Clarkson Golden Knights,3,4,4,Final/OT,OL,OW
2022-10-28,Michigan Tech Huskies,St. Lawrence Saints,6,0,3,Final,RW,RL
2022-10-28,Northern Michigan Wildcats,Alaska Bulldogs,1,2,3,Final,RL,RW
2022-10-28,Ferris State Bulldogs,St. Thomas - Minnesota Tommies,3,2,4,Final/OT,OW,OL
2022-10-28,UMass Lowell  River Hawks,Boston University Terriers,2,1,3,Final,RW,RL
2022-10-28,Notre Dame Fighting Irish,Michigan State Spartans,5,0,3,Final,RW,RL
2022-10-28,Long Island University Long Island University,Omaha Mavericks,1,2,3,Final,RL,RW
2022-10-29,Minnesota Duluth Bulldogs,Cornell Big Red,3,2,3,Final,RW,RL
2022-10-29,Wisconsin Badgers,Penn State Nittany Lions,1,2,3,Final,RL,RW
2022-10-29,Bemidji State Beavers,St. Cloud State Huskies,3,1,3,Final,RW,RL
2022-10-29,Minnesota State Mavericks,Bowling Green Falcons,3,2,4,Final/OT,OW,OL
2022-10-29,Colorado College Tigers,Air Force Falcons,8,0,3,Final,RW,RL
2022-10-29,Sacred Heart Pioneers,Canisius Golden Griffins,3,1,3,Final,RW,RL
2022-10-29,Colgate Raiders,Vermont Catamounts,1,1,4,Final/OT,T,T
2022-10-29,Bentley Falcons,Lindenwood Lions,3,1,3,Final,RW,RL
2022-10-29,Rochester Tigers,Holy Cross Crusaders,3,2,4,Final/OT,OW,OL
2022-10-29,Ohio State Buckeyes,Minnesota Golden Gophers,2,4,3,Final,RL,RW
2022-10-29,UMass Dartmouth UMass Dartmouth,Stonehill Stonehill,1,3,3,Final,RL,RW
2022-10-29,Miami (OH) RedHawks,Denver Pioneers,2,4,3,Final,RL,RW
2022-10-29,Western Michigan Bulldogs,Michigan Wolverines,5,6,4,Final/OT,OL,OW
2022-10-29,Notre Dame Fighting Irish,Michigan State Spartans,1,1,4,Final/OT,T,T
2022-10-29,Michigan Tech Huskies,St. Lawrence Saints,3,0,3,Final,RW,RL
2022-10-29,Lake Superior State Lakers,Clarkson Golden Knights,5,1,3,Final,RW,RL
2022-10-29,Northern Michigan Wildcats,Alaska Bulldogs,3,2,3,Final,RW,RL
2022-10-29,Ferris State Bulldogs,St. Thomas - Minnesota Tommies,2,5,3,Final,RL,RW
2022-10-29,Union Dutchmen,Rensselaer Engineers,6,0,3,Final,RW,RL
2022-10-29,Yale Bulldogs,Brown Bears,2,0,3,Final,RW,RL
2022-10-29,Long Island University Long Island University,Omaha Mavericks,1,7,3,Final,RL,RW
2022-10-29,Boston University Terriers,UMass Lowell  River Hawks,2,1,4,Final/OT,OW,OL
2022-10-29,Merrimack Warriors,Massachusetts Minutemen,2,1,4,Final/OT,OW,OL
2022-10-29,Providence Friars,New Hampshire Wildcats,3,1,3,Final,RW,RL
2022-10-29,Mercyhurst Lakers,Niagara Purple Eagles,2,3,3,Final,RL,RW
2022-10-29,Maine Black Bears,Northeastern Huskies,1,4,3,Final,RL,RW
2022-10-29,Minnesota State Mavericks,Bowling Green Falcons,4,2,3,Final,RW,RL
2022-10-29,St. Cloud State Huskies,Bemidji State Beavers,4,1,3,Final,RW,RL
2022-10-30,Minnesota Duluth Bulldogs,Cornell Big Red,4,2,3,Final,RW,RL
2022-10-30,Harvard Crimson,Princeton Tigers,4,2,3,Final,RW,RL
2022-10-30,Wisconsin Badgers,Penn State Nittany Lions,0,4,3,Final,RL,RW
2022-10-30,Air Force Falcons,Colorado College Tigers,6,3,3,Final,RW,RL
2022-10-30,North Dakota Fighting Hawks,Arizona State Sun Devils,2,3,3,Final,RL,RW
2022-10-30,Army Black Knights,Dartmouth Big Green,8,3,3,Final,RW,RL
2022-10-30,Brown Bears,Yale Bulldogs,2,1,3,Final,RW,RL
2022-11-03,Merrimack Warriors,Boston College Eagles,3,1,3,Final,RW,RL
2022-11-04,Canisius Golden Griffins,Holy Cross Crusaders,1,3,3,Final,RL,RW
2022-11-04,Army Black Knights,Lindenwood Lions,1,2,3,Final,RL,RW
2022-11-04,Mercyhurst Lakers,Sacred Heart Pioneers,3,6,3,Final,RL,RW
2022-11-04,Dartmouth Big Green,Yale Bulldogs,6,0,3,Final,RW,RL
2022-11-04,Harvard Crimson,Brown Bears,5,2,3,Final,RW,RL
2022-11-04,Clarkson Golden Knights,Union Dutchmen,2,3,3,Final,RL,RW
2022-11-04,Princeton Tigers,Cornell Big Red,1,3,3,Final,RL,RW
2022-11-04,St. Lawrence Saints,Rensselaer Engineers,3,2,3,Final,RW,RL
2022-11-04,Quinnipiac Bobcats,Colgate Raiders,3,2,3,Final,RW,RL
2022-11-04,Western Michigan Bulldogs,Miami (OH) RedHawks,7,1,3,Final,RW,RL
2022-11-04,Michigan State Spartans,Wisconsin Badgers,5,0,3,Final,RW,RL
2022-11-04,Providence Friars,Massachusetts Minutemen,7,4,3,Final,RW,RL
2022-11-04,Northeastern Huskies,New Hampshire Wildcats,6,2,3,Final,RW,RL
2022-11-04,Bentley Falcons,Niagara Purple Eagles,0,6,3,Final,RL,RW
2022-11-04,UConn Huskies,Maine Black Bears,3,2,4,Final/OT,OW,OL
2022-11-04,Lake Superior State Lakers,Northern Michigan Wildcats,1,4,3,Final,RL,RW
2022-11-04,Bowling Green Falcons,Michigan Tech Huskies,2,3,3,Final,RL,RW
2022-11-04,UMass Lowell  River Hawks,Vermont Catamounts,4,0,3,Final,RW,RL
2022-11-05,Penn State Nittany Lions,Michigan Wolverines,3,0,3,Final,RW,RL
2022-11-05,Minnesota Golden Gophers,Notre Dame Fighting Irish,4,1,3,Final,RW,RL
2022-11-05,Bemidji State Beavers,Ferris State Bulldogs,2,2,4,Final/OT,T,T
2022-11-05,St. Thomas - Minnesota Tommies,Minnesota State Mavericks,2,7,3,Final,RL,RW
2022-11-05,Omaha Mavericks,North Dakota Fighting Hawks,1,4,3,Final,RL,RW
2022-11-05,Denver Pioneers,St. Cloud State Huskies,3,4,4,Final/OT,OL,OW
2022-11-05,Air Force Falcons,Alaska Anchorage Seawolves,5,3,3,Final,RW,RL
2022-11-05,Colorado College Tigers,Minnesota Duluth Bulldogs,5,0,3,Final,RW,RL
2022-11-05,Boston College Eagles,Merrimack Warriors,2,5,3,Final,RL,RW
2022-11-05,American International Yellow Jackets,Rochester Tigers,3,4,3,Final,RL,RW
2022-11-05,Army Black Knights,Lindenwood Lions,3,5,3,Final,RL,RW
2022-11-05,Canisius Golden Griffins,Holy Cross Crusaders,2,2,4,Final/OT,T,T
2022-11-05,Mercyhurst Lakers,Sacred Heart Pioneers,3,3,4,Final/OT,T,T
2022-11-05,UConn Huskies,Maine Black Bears,3,2,3,Final,RW,RL
2022-11-05,Dartmouth Big Green,Brown Bears,2,2,4,Final/OT,T,T
2022-11-05,Bentley Falcons,Niagara Purple Eagles,2,4,3,Final,RL,RW
2022-11-05,Western Michigan Bulldogs,Miami (OH) RedHawks,5,2,3,Final,RW,RL
2022-11-05,Michigan State Spartans,Wisconsin Badgers,5,1,3,Final,RW,RL
2022-11-05,UMass Lowell  River Hawks,Vermont Catamounts,2,0,3,Final,RW,RL
2022-11-05,Lake Superior State Lakers,Northern Michigan Wildcats,3,5,3,Final,RL,RW
2022-11-05,Harvard Crimson,Yale Bulldogs,4,0,3,Final,RW,RL
2022-11-05,Princeton Tigers,Colgate Raiders,3,4,4,Final/OT,OL,OW
2022-11-05,Clarkson Golden Knights,Rensselaer Engineers,3,0,3,Final,RW,RL
2022-11-05,Quinnipiac Bobcats,Cornell Big Red,2,0,3,Final,RW,RL
2022-11-05,Massachusetts Minutemen,Providence Friars,3,4,4,Final/OT,OL,OW
2022-11-05,New Hampshire Wildcats,Northeastern Huskies,0,3,3,Final,RL,RW
2022-11-05,Air Force Falcons,Alaska Anchorage Seawolves,3,1,3,Final,RW,RL
2022-11-05,Bemidji State Beavers,Ferris State Bulldogs,2,1,4,Final/OT,OW,OL
2022-11-05,Minnesota State Mavericks,St. Thomas - Minnesota Tommies,4,3,3,Final,RW,RL
2022-11-05,Bowling Green Falcons,Michigan Tech Huskies,6,1,3,Final,RW,RL
2022-11-05,St. Lawrence Saints,Union Dutchmen,4,2,3,Final,RW,RL
2022-11-05,Penn State Nittany Lions,Michigan Wolverines,3,4,4,Final/OT,OL,OW
2022-11-06,Denver Pioneers,St. Cloud State Huskies,3,2,3,Final,RW,RL
2022-11-06,Colorado College Tigers,Minnesota Duluth Bulldogs,1,3,3,Final,RL,RW
2022-11-06,Minnesota Golden Gophers,Notre Dame Fighting Irish,3,0,3,Final,RW,RL
2022-11-06,Omaha Mavericks,North Dakota Fighting Hawks,3,3,4,Final/OT,T,T
2022-11-06,American International Yellow Jackets,Rochester Tigers,2,3,3,Final,RL,RW
2022-11-11,Michigan State Spartans,Ohio State Buckeyes,4,2,3,Final,RW,RL
2022-11-11,Minnesota Golden Gophers,Penn State Nittany Lions,2,4,3,Final,RL,RW
2022-11-11,Merrimack Warriors,Maine Black Bears,1,0,3,Final,RW,RL
2022-11-11,Anna Maria College Anna Maria College,Stonehill Stonehill,2,5,3,Final,RL,RW
2022-11-12,Canisius Golden Griffins,American International Yellow Jackets,5,2,3,Final,RW,RL
2022-11-12,Rochester Tigers,Sacred Heart Pioneers,3,1,3,Final,RW,RL
2022-11-12,Brown Bears,Quinnipiac Bobcats,3,4,3,Final,RL,RW
2022-11-12,Union Dutchmen,Dartmouth Big Green,4,1,3,Final,RW,RL
2022-11-12,Clarkson Golden Knights,Colgate Raiders,4,0,3,Final,RW,RL
2022-11-12,Rensselaer Engineers,Harvard Crimson,2,3,4,Final/OT,OL,OW
2022-11-12,St. Lawrence Saints,Cornell Big Red,1,5,3,Final,RL,RW
2022-11-12,Yale Bulldogs,Princeton Tigers,0,3,3,Final,RL,RW
2022-11-12,Michigan State Spartans,Ohio State Buckeyes,4,3,3,Final,RW,RL
2022-11-12,Northeastern Huskies,Boston College Eagles,4,4,4,Final/OT,T,T
2022-11-12,Massachusetts Minutemen,Boston University Terriers,2,7,3,Final,RL,RW
2022-11-12,Providence Friars,UConn Huskies,1,1,4,Final/OT,T,T
2022-11-12,Vermont Catamounts,New Hampshire Wildcats,2,1,4,Final/OT,OW,OL
2022-11-12,Miami (OH) RedHawks,Colorado College Tigers,1,1,4,Final/OT,T,T
2022-11-12,Northern Michigan Wildcats,Bemidji State Beavers,2,0,3,Final,RW,RL
2022-11-12,Michigan Tech Huskies,Lake Superior State Lakers,2,2,4,Final/OT,T,T
2022-11-12,Bowling Green Falcons,St. Thomas - Minnesota Tommies,3,2,3,Final,RW,RL
2022-11-12,Notre Dame Fighting Irish,Michigan Wolverines,1,5,3,Final,RL,RW
2022-11-12,Minnesota Duluth Bulldogs,Omaha Mavericks,2,3,3,Final,RL,RW
2022-11-12,Minnesota Golden Gophers,Penn State Nittany Lions,3,1,3,Final,RW,RL
2022-11-12,Wisconsin Badgers,Long Island University Long Island University,3,2,3,Final,RW,RL
2022-11-12,North Dakota Fighting Hawks,Denver Pioneers,2,3,3,Final,RL,RW
2022-11-12,St. Cloud State Huskies,Western Michigan Bulldogs,2,4,3,Final,RL,RW
2022-11-12,Arizona State Sun Devils,Alaska Anchorage Seawolves,5,2,3,Final,RW,RL
2022-11-12,Air Force Falcons,Bentley Falcons,1,5,3,Final,RL,RW
2022-11-12,Canisius Golden Griffins,American International Yellow Jackets,3,2,3,Final,RW,RL
2022-11-12,UConn Huskies,Providence Friars,6,6,4,Final/OT,T,T
